id,domain,prob,extremity,umedian,lmedian,p100,dv,support,coeff,ea,brier,resolution,reliability,age,focal,foil,gender,know,target,jp,outcome,pc,diff,bin,Oj,outcomevar
56,soccer,.69999999,.19999999,.69999999,,0,.84729779,.51082563,1.3513886,3,.48999998,.0059444718,.01052623,23,100,60,1,4,Soccer B,.69999999,0,0,.54651165,6,.59740257,.24982373
56,oceans,.40000001,.099999994,,.40000001,0,-.40546513,.51082563,1.3513886,6.5,.35999998,.01360313,.000013466764,23,100,60,1,6,Ocean Size A,.60000002,1,0,.88372093,3,.40366971,.24982373
57,rain,.60000002,.10000002,.60000002,,0,.40546522,.10536052,8.5459576,4.75,.15999998,.0055193645,.000029218631,34,100,90,2,0,Rain B,.60000002,1,1,.46067417,5,.5945946,.24982373
57,temp,.80000001,.30000001,.80000001,,0,1.3862945,.10536052,8.5459576,3,.039999995,.096029654,.00091135636,34,100,90,2,0,Temperature B,.80000001,1,1,.79310346,7,.83018869,.24982373
57,politics,.44999999,.050000012,,.44999999,0,-.20067075,-.051293295,8.5459576,2.75,.30250001,.003521689,.016808087,34,95,100,2,,US President A,.55000001,1,0,.72527474,4,.57964599,.24982373
57,movies,.5,0,,,0,0,-.010050336,8.5459576,2.75,.25,.003521689,.0063434839,34,99,100,2,0,Box Office B,.5,1,1,.71264368,4,.57964599,.24982373
57,crime,.30000001,.19999999,,.30000001,0,-.84729779,-.35667494,8.5459576,5.5,.090000004,.048988346,1.0628615e-06,34,70,100,2,4,Crime B,.69999999,0,1,.90816325,2,.29896906,.24982373
57,oceans,1,.5,1,,1,5.978879,.16251893,8.5459576,7,0,.096638076,.028503964,34,100,85,2,9,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
58,rain,.60000002,.10000002,.60000002,,0,.40546522,.51082563,2.1071258,1.5,.15999998,.0055193645,.000029218631,38,100,60,1,5,Rain B,.60000002,1,1,.46067417,5,.5945946,.24982373
58,baseball,.5,0,,,0,0,-.69314718,2.1071258,1.25,.25,.003521689,.0063434839,38,50,100,1,1,Baseball B,.5,1,0,.60919541,4,.57964599,.24982373
58,movies,.30000001,.19999999,,.30000001,0,-.84729779,-.10536052,2.1071258,1.5,.090000004,.048988346,1.0628615e-06,38,90,100,1,0,Box Office A,.69999999,0,1,.71264368,2,.29896906,.24982373
58,geography,0,.5,,0,1,-5.9788857,-2.3025851,2.1071258,7,1,.082495019,.054327551,38,10,100,1,10,State Size A,1,1,0,.44565219,0,.23308271,.24982373
58,population,.89999998,.39999998,.89999998,,0,2.1972244,1.2039728,2.1071258,6.5,.010000004,.030128421,.042486444,38,100,30,1,9,Population B,.89999998,1,1,.92045456,8,.69387758,.24982373
58,soccer,.5,0,,,0,0,.51082563,2.1071258,2,.25,.003521689,.0063434839,38,100,60,1,4,Soccer B,.5,0,1,.54651165,4,.57964599,.24982373
59,rain,.64999998,.14999998,.64999998,,0,.61903912,.35667494,1.4703231,2.75,.42249995,.0059444718,.002766487,48,100,70,2,5,Rain A,.64999998,0,0,.46067417,6,.59740257,.24982373
59,temp,.30000001,.19999999,,.30000001,0,-.84729779,-.51082563,1.4703231,3,.090000004,.048988346,1.0628615e-06,48,60,100,2,5,Temperature A,.69999999,0,1,.79310346,2,.29896906,.24982373
59,football,.5,0,,,0,0,.22314355,1.4703231,2.25,.25,.003521689,.0063434839,48,100,80,2,0,Football B,.5,0,0,.62195122,4,.57964599,.24982373
59,geography,.15000001,.34999999,,.15000001,0,-1.734601,-.28768209,1.4703231,7,.72249997,.076761648,.0086943023,48,75,100,2,6,State Size A,.85000002,1,0,.44565219,1,.24324325,.24982373
59,soccer,.41999999,.080000013,,.41999999,0,-.32277349,-.32850406,1.4703231,2,.3364,.003521689,.025486847,48,72,100,2,3,Soccer A,.58000004,1,0,.54651165,4,.57964599,.24982373
59,oceans,.37,.13,,.37,0,-.53221679,-.51082563,1.4703231,7,.13690001,.01360313,.0011336494,48,60,100,2,6,Ocean Size B,.63,0,1,.88372093,3,.40366971,.24982373
61,rain,.40000001,.099999994,,.40000001,0,-.40546513,-.51082563,3.3076355,1.25,.16000001,.01360313,.000013466764,43,60,100,2,1,Rain A,.60000002,0,1,.46067417,3,.40366971,.24982373
61,temp,.1,.40000001,,.1,0,-2.1972246,-.22314355,3.3076355,2.75,.010000001,.082495019,.017711008,43,80,100,2,2,Temperature A,.89999998,0,1,.79310346,0,.23308271,.24982373
61,football,.5,0,,,0,0,-.35667494,3.3076355,1.5,.25,.003521689,.0063434839,43,70,100,2,0,Football A,.5,1,0,.62195122,4,.57964599,.24982373
61,baseball,.5,0,,,0,0,.51082563,3.3076355,1.75,.25,.003521689,.0063434839,43,100,60,2,0,Baseball B,.5,1,1,.60919541,4,.57964599,.24982373
61,population,0,.5,,0,1,-5.9788857,-.91629076,3.3076355,5.5,0,.082495019,.054327551,43,40,100,2,5,Population A,1,0,1,.92045456,0,.23308271,.24982373
62,temp,.2,.30000001,,.2,0,-1.3862944,-.28768209,3.4722264,2.25,.040000003,.076761648,.0018699782,19,75,100,1,2,Temperature A,.80000001,0,1,.79310346,1,.24324325,.24982373
62,politics,.75,.25,.75,,0,1.0986123,.19845094,3.4722264,2.25,.0625,.096029654,.0064302264,19,100,82,1,,US President A,.75,1,1,.72527474,7,.83018869,.24982373
62,football,.89999998,.39999998,.89999998,,0,2.1972244,1.2039728,3.4722264,2.5,.010000004,.030128421,.042486444,19,100,30,1,9,Football A,.89999998,1,1,.62195122,8,.69387758,.24982373
62,movies,.80000001,.30000001,.80000001,,0,1.3862945,.51082563,3.4722264,3.75,.039999995,.096029654,.00091135636,19,100,60,1,4,Box Office B,.80000001,1,1,.71264368,7,.83018869,.24982373
62,geography,.039999999,.46000001,,.039999999,0,-3.1780539,-.23572233,3.4722264,6.75,.92159998,.082495019,.037280932,19,79,100,1,3,State Size A,.95999998,1,0,.44565219,0,.23308271,.24982373
62,population,.050000001,.44999999,,.050000001,0,-2.9444389,-.16251893,3.4722264,6.75,.0025000002,.082495019,.033519279,19,85,100,1,3,Population A,.94999999,0,1,.92045456,0,.23308271,.24982373
63,temp,.69999999,.19999999,.69999999,,0,.84729779,.22314355,2.5760117,2.25,.090000004,.0059444718,.01052623,49,100,80,1,6,Temperature B,.69999999,1,1,.79310346,6,.59740257,.24982373
63,football,.60000002,.10000002,.60000002,,0,.40546522,.10536052,2.5760117,2.75,.15999998,.0055193645,.000029218631,49,100,90,1,0,Football A,.60000002,1,1,.62195122,5,.5945946,.24982373
63,movies,.40000001,.099999994,,.40000001,0,-.40546513,-.35667494,2.5760117,3,.35999998,.01360313,.000013466764,49,70,100,1,3,Box Office B,.60000002,1,0,.71264368,3,.40366971,.24982373
63,geography,.80000001,.30000001,.80000001,,0,1.3862945,.22314355,2.5760117,7,.64000005,.096029654,.00091135636,49,100,80,1,6,State Size B,.80000001,0,0,.44565219,7,.83018869,.24982373
63,soccer,.5,0,,,0,0,.10536052,2.5760117,2.25,.25,.003521689,.0063434839,49,100,90,1,0,Soccer A,.5,1,0,.54651165,4,.57964599,.24982373
63,oceans,.80000001,.30000001,.80000001,,0,1.3862945,.35667494,2.5760117,7,.039999995,.096029654,.00091135636,49,100,70,1,6,Ocean Size A,.80000001,1,1,.88372093,7,.83018869,.24982373
64,rain,.60000002,.10000002,.60000002,,0,.40546522,.69314718,.51653558,2.25,.15999998,.0055193645,.000029218631,60,100,50,2,5,Rain B,.60000002,1,1,.46067417,5,.5945946,.24982373
64,baseball,.5,0,,,0,0,-.51082563,.51653558,1.25,.25,.003521689,.0063434839,60,60,100,2,0,Baseball B,.5,1,1,.60919541,4,.57964599,.24982373
64,housing,.30000001,.19999999,,.30000001,0,-.84729779,-.35667494,.51653558,4.5,.090000004,.048988346,1.0628615e-06,60,70,100,2,4,Housing Prices B,.69999999,0,1,.40697673,2,.29896906,.24982373
64,crime,.2,.30000001,,.2,0,-1.3862944,-.91629076,.51653558,3.5,.040000003,.076761648,.0018699782,60,40,100,2,6,Crime B,.80000001,0,1,.90816325,1,.24324325,.24982373
64,population,.44999999,.050000012,,.44999999,0,-.20067075,-1.2039728,.51653558,7,.20249999,.003521689,.016808087,60,30,100,2,0,Population A,.55000001,0,1,.92045456,4,.57964599,.24982373
64,soccer,.5,0,,,0,0,.51082563,.51653558,2,.25,.003521689,.0063434839,60,100,60,2,0,Soccer A,.5,1,0,.54651165,4,.57964599,.24982373
65,temp,.80000001,.30000001,.80000001,,0,1.3862945,-.69314718,1.0090128,3.75,.039999995,.096029654,.00091135636,27,50,100,2,1,Temperature B,.80000001,1,1,.79310346,7,.83018869,.24982373
65,politics,.5,0,,,0,0,-.69314718,1.0090128,4,.25,.003521689,.0063434839,27,50,100,2,,US President A,.5,1,1,.72527474,4,.57964599,.24982373
65,football,.5,0,,,0,0,.69314718,1.0090128,4.25,.25,.003521689,.0063434839,27,100,50,2,1,Football A,.5,1,0,.62195122,4,.57964599,.24982373
65,population,1,.5,1,,1,5.978879,.28768209,1.0090128,4.5,0,.096638076,.028503964,27,100,75,2,1,Population B,1,1,1,.92045456,9,.83116883,.24982373
65,soccer,1,.5,1,,1,5.978879,-.69314718,1.0090128,3.25,0,.096638076,.028503964,27,50,100,2,1,Soccer A,1,1,1,.54651165,9,.83116883,.24982373
65,oceans,1,.5,1,,1,5.978879,1.6094379,1.0090128,4,0,.096638076,.028503964,27,100,20,2,1,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
66,politics,.34999999,.15000001,,.34999999,0,-.61903918,-1.0498221,1.0153676,3.5,.12249999,.01360313,.0028804389,58,35,100,2,,US President B,.64999998,0,1,.72527474,3,.40366971,.24982373
66,baseball,.5,0,,,0,0,.051293295,1.0153676,1.75,.25,.003521689,.0063434839,58,100,95,2,0,Baseball B,.5,1,1,.60919541,4,.57964599,.24982373
66,movies,.5,0,,,0,0,.10536052,1.0153676,1.75,.25,.003521689,.0063434839,58,100,90,2,0,Box Office A,.5,0,0,.71264368,4,.57964599,.24982373
66,housing,.55000001,.050000012,.55000001,,0,.20067075,.28768209,1.0153676,6.25,.20249999,.0055193645,.0019886771,58,100,75,2,1,Housing Prices A,.55000001,1,1,.40697673,5,.5945946,.24982373
66,crime,.2,.30000001,,.2,0,-1.3862944,-.43078291,1.0153676,6.5,.040000003,.076761648,.0018699782,58,65,100,2,7,Crime B,.80000001,0,1,.90816325,1,.24324325,.24982373
66,population,.69999999,.19999999,.69999999,,0,.84729779,.16251893,1.0153676,5.75,.090000004,.0059444718,.01052623,58,100,85,2,4,Population B,.69999999,1,1,.92045456,6,.59740257,.24982373
68,rain,.5,0,,,0,0,-.35667494,3.2477589,2.5,.25,.003521689,.0063434839,21,70,100,2,4,Rain B,.5,1,0,.46067417,4,.57964599,.24982373
68,politics,.60000002,.10000002,.60000002,,0,.40546522,-.10536052,3.2477589,5,.36000001,.0055193645,.000029218631,21,90,100,2,,US President B,.60000002,0,0,.72527474,5,.5945946,.24982373
68,football,.40000001,.099999994,,.40000001,0,-.40546513,.28768209,3.2477589,3,.16000001,.01360313,.000013466764,21,100,75,2,0,Football B,.60000002,0,1,.62195122,3,.40366971,.24982373
68,housing,.40000001,.099999994,,.40000001,0,-.40546513,.22314355,3.2477589,2.5,.35999998,.01360313,.000013466764,21,100,80,2,3,Housing Prices A,.60000002,1,0,.40697673,3,.40366971,.24982373
68,crime,.69999999,.19999999,.69999999,,0,.84729779,.51082563,3.2477589,4,.090000004,.0059444718,.01052623,21,100,60,2,6,Crime A,.69999999,1,1,.90816325,6,.59740257,.24982373
68,geography,0,.5,,0,1,-5.9788857,-.22314355,3.2477589,7,0,.082495019,.054327551,21,80,100,2,9,State Size B,1,0,1,.44565219,0,.23308271,.24982373
69,rain,.60000002,.10000002,.60000002,,0,.40546522,.10536052,1.6006694,2,.15999998,.0055193645,.000029218631,45,100,90,1,1,Rain B,.60000002,1,1,.46067417,5,.5945946,.24982373
69,politics,.69999999,.19999999,.69999999,,0,.84729779,.69314718,1.6006694,2.75,.090000004,.0059444718,.01052623,45,100,50,1,,US President A,.69999999,1,1,.72527474,6,.59740257,.24982373
69,movies,.25,.25,,.25,0,-1.0986123,-.22314355,1.6006694,1.75,.0625,.048988346,.0023979689,45,80,100,1,4,Box Office A,.75,0,1,.71264368,2,.29896906,.24982373
69,housing,.94999999,.44999999,.94999999,,0,2.9444387,.28768209,1.6006694,3.25,.90249997,.096638076,.014120844,45,100,75,1,7,Housing Prices B,.94999999,0,0,.40697673,9,.83116883,.24982373
69,crime,.2,.30000001,,.2,0,-1.3862944,-1.3862944,1.6006694,5.5,.040000003,.076761648,.0018699782,45,25,100,1,8,Crime B,.80000001,0,1,.90816325,1,.24324325,.24982373
69,geography,.1,.40000001,,.1,0,-2.1972246,-1.6094379,1.6006694,7,.81,.082495019,.017711008,45,20,100,1,3,State Size A,.89999998,1,0,.44565219,0,.23308271,.24982373
70,rain,.40000001,.099999994,,.40000001,0,-.40546513,.79850769,1.2172637,5,.16000001,.01360313,.000013466764,50,100,45,2,6,Rain A,.60000002,0,1,.46067417,3,.40366971,.24982373
70,politics,.64999998,.14999998,.64999998,,0,.61903912,.43078291,1.2172637,4.25,.42249995,.0059444718,.002766487,50,100,65,2,,US President B,.64999998,0,0,.72527474,6,.59740257,.24982373
70,football,.5,0,,,0,0,-.051293295,1.2172637,2.25,.25,.003521689,.0063434839,50,95,100,2,0,Football B,.5,0,0,.62195122,4,.57964599,.24982373
70,movies,.02,.47999999,,.02,0,-3.8918204,-1.3862944,1.2172637,4,.96039999,.082495019,.04540424,50,25,100,2,6,Box Office B,.98000002,1,0,.71264368,0,.23308271,.24982373
70,housing,.80000001,.30000001,.80000001,,0,1.3862945,.16251893,1.2172637,5.75,.039999995,.096029654,.00091135636,50,100,85,2,6,Housing Prices A,.80000001,1,1,.40697673,7,.83018869,.24982373
70,crime,.99000001,.49000001,.99000001,,0,4.5951209,4.6051702,1.2172637,5.75,.000099999808,.096638076,.025227344,50,100,1,2,7,Crime A,.99000001,1,1,.90816325,9,.83116883,.24982373
71,rain,.30000001,.19999999,,.30000001,0,-.84729779,-.35667494,1.2450311,2.5,.090000004,.048988346,1.0628615e-06,22,70,100,2,3,Rain A,.69999999,0,1,.46067417,2,.29896906,.24982373
71,temp,.69999999,.19999999,.69999999,,0,.84729779,.22314355,1.2450311,3.25,.090000004,.0059444718,.01052623,22,100,80,2,6,Temperature B,.69999999,1,1,.79310346,6,.59740257,.24982373
71,politics,.75,.25,.75,,0,1.0986123,.79850769,1.2450311,3,.0625,.096029654,.0064302264,22,100,45,2,,US President A,.75,1,1,.72527474,7,.83018869,.24982373
71,baseball,.60000002,.10000002,.60000002,,0,.40546522,.51082563,1.2450311,2.75,.36000001,.0055193645,.000029218631,22,100,60,2,4,Baseball A,.60000002,0,0,.60919541,5,.5945946,.24982373
71,housing,.40000001,.099999994,,.40000001,0,-.40546513,-.79850769,1.2450311,6.25,.35999998,.01360313,.000013466764,22,45,100,2,5,Housing Prices A,.60000002,1,0,.40697673,3,.40366971,.24982373
71,geography,.25,.25,,.25,0,-1.0986123,-.35667494,1.2450311,7,.5625,.048988346,.0023979689,22,70,100,2,3,State Size A,.75,1,0,.44565219,2,.29896906,.24982373
72,rain,.25,.25,,.25,0,-1.0986123,-.91629076,1.0782677,1,.0625,.048988346,.0023979689,30,40,100,2,2,Rain A,.75,0,1,.46067417,2,.29896906,.24982373
72,baseball,.30000001,.19999999,,.30000001,0,-.84729779,1.2039728,1.0782677,2.5,.48999998,.048988346,1.0628615e-06,30,100,30,2,7,Baseball B,.69999999,1,0,.60919541,2,.29896906,.24982373
72,movies,.40000001,.099999994,,.40000001,0,-.40546513,-.51082563,1.0782677,2,.35999998,.01360313,.000013466764,30,60,100,2,3,Box Office B,.60000002,1,0,.71264368,3,.40366971,.24982373
72,soccer,.5,0,,,0,0,.69314718,1.0782677,1.5,.25,.003521689,.0063434839,30,100,50,2,0,Soccer B,.5,0,1,.54651165,4,.57964599,.24982373
72,oceans,1,.5,1,,1,5.978879,.69314718,1.0782677,6.75,0,.096638076,.028503964,30,100,50,2,10,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
73,baseball,0,.5,,0,1,-5.9788857,.35667494,2.6616843,3.75,1,.082495019,.054327551,19,100,70,2,7,Baseball B,1,1,0,.60919541,0,.23308271,.24982373
73,movies,.2,.30000001,,.2,0,-1.3862944,-.10536052,2.6616843,4.25,.040000003,.076761648,.0018699782,19,90,100,2,9,Box Office A,.80000001,0,1,.71264368,1,.24324325,.24982373
73,crime,.1,.40000001,,.1,0,-2.1972246,-.51082563,2.6616843,5,.010000001,.082495019,.017711008,19,60,100,2,5,Crime B,.89999998,0,1,.90816325,0,.23308271,.24982373
73,population,.60000002,.10000002,.60000002,,0,.40546522,-.28768209,2.6616843,6,.36000001,.0055193645,.000029218631,19,75,100,2,3,Population A,.60000002,0,0,.92045456,5,.5945946,.24982373
73,soccer,.60000002,.10000002,.60000002,,0,.40546522,.22314355,2.6616843,4,.36000001,.0055193645,.000029218631,19,100,80,2,8,Soccer B,.60000002,0,0,.54651165,5,.5945946,.24982373
73,oceans,1,.5,1,,1,5.978879,2.3025851,2.6616843,7,0,.096638076,.028503964,19,100,10,2,10,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
74,temp,.60000002,.10000002,.60000002,,0,.40546522,-.22314355,2.0931883,2,.15999998,.0055193645,.000029218631,42,80,100,1,5,Temperature B,.60000002,1,1,.79310346,5,.5945946,.24982373
74,politics,.40000001,.099999994,,.40000001,0,-.40546513,-.91629076,2.0931883,1,.16000001,.01360313,.000013466764,42,40,100,1,,US President B,.60000002,0,1,.72527474,3,.40366971,.24982373
74,housing,.2,.30000001,,.2,0,-1.3862944,-.22314355,2.0931883,1,.040000003,.076761648,.0018699782,42,80,100,1,6,Housing Prices B,.80000001,0,1,.40697673,1,.24324325,.24982373
74,crime,.94999999,.44999999,.94999999,,0,2.9444387,.69314718,2.0931883,7,.0025000011,.096638076,.014120844,42,100,50,1,7,Crime A,.94999999,1,1,.90816325,9,.83116883,.24982373
74,geography,.69999999,.19999999,.69999999,,0,.84729779,.22314355,2.0931883,7,.48999998,.0059444718,.01052623,42,100,80,1,3,State Size B,.69999999,0,0,.44565219,6,.59740257,.24982373
74,soccer,.5,0,,,0,0,-.010050336,2.0931883,1,.25,.003521689,.0063434839,42,99,100,1,0,Soccer B,.5,0,0,.54651165,4,.57964599,.24982373
75,temp,.0099999998,.49000001,,.0099999998,0,-4.59512,-.16251893,1.959937,2.25,.000099999997,.082495019,.049765896,50,85,100,2,7,Temperature A,.99000001,0,1,.79310346,0,.23308271,.24982373
75,football,.25,.25,,.25,0,-1.0986123,-.91629076,1.959937,2,.0625,.048988346,.0023979689,50,40,100,2,6,Football B,.75,0,1,.62195122,2,.29896906,.24982373
75,movies,.75,.25,.75,,0,1.0986123,.69314718,1.959937,1.75,.5625,.096029654,.0064302264,50,100,50,2,9,Box Office A,.75,0,0,.71264368,7,.83018869,.24982373
75,housing,.25,.25,,.25,0,-1.0986123,.43078291,1.959937,4.25,.5625,.048988346,.0023979689,50,100,65,2,8,Housing Prices A,.75,1,0,.40697673,2,.29896906,.24982373
75,crime,.80000001,.30000001,.80000001,,0,1.3862945,.69314718,1.959937,2.75,.039999995,.096029654,.00091135636,50,100,50,2,10,Crime A,.80000001,1,1,.90816325,7,.83018869,.24982373
75,geography,.1,.40000001,,.1,0,-2.1972246,.051293295,1.959937,6.5,.010000001,.082495019,.017711008,50,100,95,2,2,State Size B,.89999998,0,1,.44565219,0,.23308271,.24982373
76,rain,.44999999,.050000012,,.44999999,0,-.20067075,-.35667494,2.4581454,2.75,.30250001,.003521689,.016808087,67,70,100,2,3,Rain B,.55000001,1,0,.46067417,4,.57964599,.24982373
76,football,.5,0,,,0,0,.35667494,2.4581454,1,.25,.003521689,.0063434839,67,100,70,2,0,Football A,.5,1,0,.62195122,4,.57964599,.24982373
76,baseball,.5,0,,,0,0,.22314355,2.4581454,1,.25,.003521689,.0063434839,67,100,80,2,0,Baseball A,.5,0,1,.60919541,4,.57964599,.24982373
76,population,.99000001,.49000001,.99000001,,0,4.5951209,.35667494,2.4581454,7,.000099999808,.096638076,.025227344,67,100,70,2,8,Population B,.99000001,1,1,.92045456,9,.83116883,.24982373
76,soccer,.40000001,.099999994,,.40000001,0,-.40546513,-.35667494,2.4581454,1,.16000001,.01360313,.000013466764,67,70,100,2,0,Soccer B,.60000002,0,1,.54651165,3,.40366971,.24982373
76,oceans,.75,.25,.75,,0,1.0986123,.51082563,2.4581454,7,.0625,.096029654,.0064302264,67,100,60,2,7,Ocean Size A,.75,1,1,.88372093,7,.83018869,.24982373
77,politics,.80000001,.30000001,.80000001,,0,1.3862945,.35667494,5.2957983,2.25,.039999995,.096029654,.00091135636,50,100,70,2,,US President A,.80000001,1,1,.72527474,7,.83018869,.24982373
77,football,.60000002,.10000002,.60000002,,0,.40546522,.35667494,5.2957983,1,.15999998,.0055193645,.000029218631,50,100,70,2,0,Football A,.60000002,1,1,.62195122,5,.5945946,.24982373
77,baseball,.30000001,.19999999,,.30000001,0,-.84729779,-.41551545,5.2957983,1,.090000004,.048988346,1.0628615e-06,50,66,100,2,0,Baseball A,.69999999,0,1,.60919541,2,.29896906,.24982373
77,crime,0,.5,,0,1,-5.9788857,-.22314355,5.2957983,7,0,.082495019,.054327551,50,80,100,2,8,Crime B,1,0,1,.90816325,0,.23308271,.24982373
77,population,.5,0,,,0,0,.79850769,5.2957983,7,.25,.003521689,.0063434839,50,100,45,2,0,Population B,.5,1,1,.92045456,4,.57964599,.24982373
77,oceans,1,.5,1,,1,5.978879,.91629076,5.2957983,7,0,.096638076,.028503964,50,100,40,2,7,Ocean Size A,1,1,1,.88372093,9,.83116883,.24982373
78,rain,.5,0,,,0,0,.28768209,2.2766578,5.75,.25,.003521689,.0063434839,38,100,75,2,5,Rain B,.5,1,0,.46067417,4,.57964599,.24982373
78,baseball,.5,0,,,0,0,-.69314718,2.2766578,1.75,.25,.003521689,.0063434839,38,50,100,2,5,Baseball A,.5,0,1,.60919541,4,.57964599,.24982373
78,housing,.1,.40000001,,.1,0,-2.1972246,-.28768209,2.2766578,4.25,.81,.082495019,.017711008,38,75,100,2,5,Housing Prices A,.89999998,1,0,.40697673,0,.23308271,.24982373
78,crime,.050000001,.44999999,,.050000001,0,-2.9444389,-1.3862944,2.2766578,7,.0025000002,.082495019,.033519279,38,25,100,2,7,Crime B,.94999999,0,1,.90816325,0,.23308271,.24982373
78,geography,0,.5,,0,1,-5.9788857,-.69314718,2.2766578,7,1,.082495019,.054327551,38,50,100,2,6,State Size A,1,1,0,.44565219,0,.23308271,.24982373
78,population,.85000002,.35000002,.85000002,,0,1.7346013,.91629076,2.2766578,7,.022499993,.030128421,.024374219,38,100,40,2,7,Population B,.85000002,1,1,.92045456,8,.69387758,.24982373
79,rain,.64999998,.14999998,.64999998,,0,.61903912,.35667494,1.6317801,1.75,.42249995,.0059444718,.002766487,23,100,70,1,1,Rain A,.64999998,0,0,.46067417,6,.59740257,.24982373
79,politics,.2,.30000001,,.2,0,-1.3862944,-1.3862944,1.6317801,2,.040000003,.076761648,.0018699782,23,25,100,1,,US President B,.80000001,0,1,.72527474,1,.24324325,.24982373
79,football,.5,0,,,0,0,-.010050336,1.6317801,2,.25,.003521689,.0063434839,23,99,100,1,1,Football A,.5,1,0,.62195122,4,.57964599,.24982373
79,movies,.1,.40000001,,.1,0,-2.1972246,-.28768209,1.6317801,2,.010000001,.082495019,.017711008,23,75,100,1,9,Box Office A,.89999998,0,1,.71264368,0,.23308271,.24982373
79,soccer,.5,0,,,0,0,.010050336,1.6317801,1.75,.25,.003521689,.0063434839,23,100,99,1,0,Soccer B,.5,0,0,.54651165,4,.57964599,.24982373
79,oceans,.89999998,.39999998,.89999998,,0,2.1972244,.35667494,1.6317801,7,.010000004,.030128421,.042486444,23,100,70,1,6,Ocean Size A,.89999998,1,1,.88372093,8,.69387758,.24982373
80,rain,.34999999,.15000001,,.34999999,0,-.61903918,-.22314355,3.5305128,4,.12249999,.01360313,.0028804389,35,80,100,1,2,Rain A,.64999998,0,1,.46067417,3,.40366971,.24982373
80,temp,.75,.25,.75,,0,1.0986123,.35667494,3.5305128,4,.0625,.096029654,.0064302264,35,100,70,1,3,Temperature B,.75,1,1,.79310346,7,.83018869,.24982373
80,politics,.47999999,.020000011,,.47999999,0,-.08004269,-.010050336,3.5305128,5,.27040002,.003521689,.0099293254,35,99,100,1,,US President A,.51999998,1,0,.72527474,4,.57964599,.24982373
80,football,.30000001,.19999999,,.30000001,0,-.84729779,-.28768209,3.5305128,3,.090000004,.048988346,1.0628615e-06,35,75,100,1,9,Football B,.69999999,0,1,.62195122,2,.29896906,.24982373
80,housing,.5,0,,,0,0,.051293295,3.5305128,3.5,.25,.003521689,.0063434839,35,100,95,1,1,Housing Prices A,.5,1,0,.40697673,4,.57964599,.24982373
80,crime,.85000002,.35000002,.85000002,,0,1.7346013,.35667494,3.5305128,3.5,.022499993,.030128421,.024374219,35,100,70,1,3,Crime A,.85000002,1,1,.90816325,8,.69387758,.24982373
81,temp,.40000001,.099999994,,.40000001,0,-.40546513,-.35667494,2.3145213,4,.16000001,.01360313,.000013466764,21,70,100,2,1,Temperature A,.60000002,0,1,.79310346,3,.40366971,.24982373
81,politics,.40000001,.099999994,,.40000001,0,-.40546513,-.22314355,2.3145213,3.5,.16000001,.01360313,.000013466764,21,80,100,2,,US President B,.60000002,0,1,.72527474,3,.40366971,.24982373
81,crime,.69999999,.19999999,.69999999,,0,.84729779,.35667494,2.3145213,4,.090000004,.0059444718,.01052623,21,100,70,2,3,Crime A,.69999999,1,1,.90816325,6,.59740257,.24982373
81,geography,.80000001,.30000001,.80000001,,0,1.3862945,.22314355,2.3145213,5.25,.039999995,.096029654,.00091135636,21,100,80,2,2,State Size A,.80000001,1,1,.44565219,7,.83018869,.24982373
81,soccer,.60000002,.10000002,.60000002,,0,.40546522,.10536052,2.3145213,2.5,.36000001,.0055193645,.000029218631,21,100,90,2,0,Soccer B,.60000002,0,0,.54651165,5,.5945946,.24982373
81,oceans,.60000002,.10000002,.60000002,,0,.40546522,.10536052,2.3145213,4.25,.15999998,.0055193645,.000029218631,21,100,90,2,2,Ocean Size A,.60000002,1,1,.88372093,5,.5945946,.24982373
82,rain,.30000001,.19999999,,.30000001,0,-.84729779,.35667494,.80549335,1.75,.48999998,.048988346,1.0628615e-06,20,100,70,2,2,Rain B,.69999999,1,0,.46067417,2,.29896906,.24982373
82,temp,.69999999,.19999999,.69999999,,0,.84729779,-.22314355,.80549335,2.5,.48999998,.0059444718,.01052623,20,80,100,2,2,Temperature A,.69999999,0,0,.79310346,6,.59740257,.24982373
82,politics,.80000001,.30000001,.80000001,,0,1.3862945,.69314718,.80549335,2.75,.039999995,.096029654,.00091135636,20,100,50,2,,US President A,.80000001,1,1,.72527474,7,.83018869,.24982373
82,movies,.23999999,.25999999,,.23999999,0,-1.1526796,-1.6094379,.80549335,1,.5776,.048988346,.0034773506,20,20,100,2,2,Box Office B,.75999999,1,0,.71264368,2,.29896906,.24982373
82,geography,.31999999,.18000001,,.31999999,0,-.75377184,-.18632957,.80549335,6.25,.46240002,.01360313,.0070006223,20,83,100,2,6,State Size A,.68000001,1,0,.44565219,3,.40366971,.24982373
82,soccer,.64999998,.14999998,.64999998,,0,.61903912,.35667494,.80549335,1.25,.42249995,.0059444718,.002766487,20,100,70,2,1,Soccer B,.64999998,0,0,.54651165,6,.59740257,.24982373
83,rain,.80000001,.30000001,.80000001,,0,1.3862945,-.22314355,.13002495,4.25,.039999995,.096029654,.00091135636,33,80,100,1,6,Rain B,.80000001,1,1,.46067417,7,.83018869,.24982373
