"ResponseID","Status","StartDate","EndDate","rain1","rain2","temp1","temp2","political1","political2","football1","football2","baseball1","baseball2","movies1","movies2","housing1","housing2","crime1","crime2","geo1","geo2","pop1","pop2","soccer1","soccer2","ocean1","ocean2","s_chicago","s_minn","s_pitt","s_portland","s_obama","s_romney","s_cardinals","s_49ers","s_spiderman","s_batman","s_atlanta","s_nashville","s_columbus","s_detroit","s_nevada","s_wyoming","s_istanbul","s_shanghai","s_italy","s_germany","s_atlantic","s_indian","s_cubs","s_dodgers","e_rain1","e_rain2","e_rain3","e_rain4","e_rain5","e_rain6","e_rain7","e_rain8","e_temp1","e_temp2","e_temp3","e_temp4","e_temp5","e_temp6","e_temp7","e_temp8","e_politics1","e_politics2","e_politics3","e_politics4","e_politics5","e_politics6","e_politics7","e_politics8","e_football1","e_football2","e_football3","e_football4","e_football5","e_football6","e_football7","e_football8","e_baseball1","e_baseball2","e_baseball3","e_baseball4","e_baseball5","e_baseball6","e_baseball7","e_baseball8","e_movies1","e_movies2","e_movies3","e_movies4","e_movies5","e_movies6","e_movies7","e_movies8","e_housing1","e_housing2","e_housing3","e_housing4","e_housing5","e_housing6","e_housing7","e_housing8","e_crime1","e_crime2","e_crime3","e_crime4","e_crime5","e_crime6","e_crime7","e_crime8","e_geo1","e_geo2","e_geo3","e_geo4","e_geo5","e_geo6","e_geo7","e_geo8","e_pop1","e_pop2","e_pop3","e_pop4","e_pop5","e_pop6","e_pop7","e_pop8","e_soccer1","e_soccer2","e_soccer3","e_soccer4","e_soccer5","e_soccer6","e_soccer7","e_soccer8","e_ocean1","e_ocean2","e_ocean3","e_ocean4","e_ocean5","e_ocean6","e_ocean7","e_ocean8","k_rain","k_rain","k_temp","k_temp","k_presiden","k_presiden","k_football","k_football","k_baseball","k_baseball","k_movies","k_movies","k_housing","k_housing","k_crime","k_crime","k_geo","k_geo","k_populat","k_populat","k_soccer","k_soccer","k_ocean","k_ocean","dcheck1","dcheck2_1","dcheck2_2","dcheck2_3","dcheck2_4","dcheck2_5","dcheck2_6","dcheck2_7","dcheck2_8","dcheck2_9","dcheck2_10","age","gender","outside_sources","comments","target1","target2","target3","target4","target5","target6","target7","target8","target9","target10","target11","target12","block1","block2","block3","block4","block5","block6"
"R_b9slWRe4zRBlHuY","0","6/7/12 19:54","6/7/12 20:05","25","","","","","","","","","30","","40","","","100","","","","","","","50","100","","40","100","","","","","","","100","60","","","0","100","","","","","50","100","100","50","30","100","1","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","6","2","6","","","","","2","5","1","6","","","","","","","","","4","3","5","2","","","","","","","","","","","","","","","","","","","","","","","","","2","6","1","7","7","2","7","1","","","","","3","","","","","","","","","8","","4","","","8","","","","","","","1","11","","2","","","","","","","","","","","30","2","2","The questions regarding picking one answer 100 percent and the other another percentage of that was a bit confusing. ","Rain A","","","","Baseball B","Box Office B","","Crime A","","","Soccer B","Ocean Size A","rain","movies","baseball","soccer","ocean","crime"
"R_b25toWh1JppR4GM","0","6/7/12 20:03","6/7/12 20:07","","","","","","","","","","0","20","","","","","10","","","60","","","60","100","","","","","","","","","","90","100","","","60","100","","","75","100","80","100","100","10","70","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","3","4","5","4","3","3","","","","","","","","","","","","","","","","","5","3","4","2","","","","","","","","","5","1","5","1","","","","","","","","","6","4","3","5","7","1","7","1","","","","","","","","","","","","","","8","10","","","","","6","","","4","","","9","11","","2","","","","","","","","","","","19","2","2","","","","","","Baseball B","Box Office A","","Crime B","","Population A","Soccer B","Ocean Size A","ocean","crime","soccer","movies","population","baseball"
"R_51I2Qus62TOJpKk","0","6/7/12 20:01","6/7/12 20:09","","","","60","","40","","","","","","","","20","95","","","70","","","","50","","","","","80","100","100","40","","","","","80","100","50","100","80","100","","","100","99","","","","","","","","","","","","","","","","","3","6","1","6","","","","","1","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","7","1","7","7","1","7","1","","","","","","","","","7","1","7","1","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","6","","9","","","","","","","","7","8","","","4","","","","1","","","2","","","","","","","","","","","42","1","2","no","","Temperature B","US President B","","","","Housing Prices B","Crime A","State Size B","","Soccer B","","crime","soccer","state size","politics","housing","temp"
"R_cIVjumdhpB5ckvi","0","6/7/12 20:02","6/7/12 20:10","","","1","","","","","25","","","75","","25","","80","","","10","","","","","","","","","100","85","","","40","100","100","50","65","100","50","100","95","100","","","","","","","","","","","","","","","","","1","5","1","4","","","","","","","","","","","","","","","","","1","5","1","5","","","","","","","","","1","6","1","5","","","","","6","3","1","3","","","","","3","6","2","4","","","","","","","","","6","1","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","7","","","10","","9","","11","","","3","","","","","","","2","","","","","","","","","","","50","2","2","Very well run survey. Smart questions.  Thank you for putting this survey on MTurk.","","Temperature A","","Football B","","Box Office A","Housing Prices A","Crime A","State Size B","","","","movies","crime","state size","housing","temp","football"
"R_bpYEz05R7Jrw22w","0","6/7/12 20:01","6/7/12 20:13","","45","","","","","50","","50","","","","","","","","","","","99","","40","75","","100","70","","","","","70","100","","","","","","","","","70","100","100","70","100","60","100","80","","","","","5","5","1","6","","","","","","","","","","","","","","","","","1","7","1","7","","","","","1","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","1","7","1","7","7","1","7","1","","","","","","4","","","","","1","","1","","","","","","","","","","","9","","1","8","","2","","","","","","","","","","","67","2","2","","Rain B","","","Football A","Baseball A","","","","","Population B","Soccer B","Ocean Size A","baseball","rain","football","ocean","soccer","population"
"R_eKxXnzRFbKuJ0ck","0","6/7/12 20:06","6/7/12 20:13","","","","","80","","60","","30","","","","","","","0","","","","50","","","100","","","","","","100","70","70","100","","","","","80","100","","","45","100","","","100","40","66","100","","","","","","","","","","","","","","","","","1","6","1","3","","","","","1","7","1","7","","","","","1","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","7","1","7","1","","","","","","","","","7","1","7","1","","","","","","","","","9","","1","","1","","","","","","","9","","","","1","","","8","","2","","","","","","","","","","","50","2","2","","","","US President A","Football A","Baseball A","","","Crime B","","Population B","","Ocean Size A","baseball","football","politics","population","ocean","crime"
"R_8qwPn0NQUsIyKW0","0","6/7/12 20:06","6/7/12 20:14","","50","","","","","","","50","","","","10","","","5","0","","","85","","","","","75","100","","","","","","","","","100","75","25","100","50","100","40","100","","","","","50","100","","","","","6","3","6","2","","","","","","","","","","","","","","","","","","","","","","","","","1","4","1","7","","","","","","","","","","","","","5","6","5","3","","","","","","","","","7","1","7","1","7","1","7","1","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","6","","","","","","","6","","","","6","","","8","7","","","8","","","","","2","","","","","","","","","","","38","2","2","no","Rain B","","","","Baseball A","","Housing Prices A","Crime B","State Size A","Population B","","","state size","rain","baseball","housing","population","crime"
"R_1Y4VWNcvwbvqZnK","0","6/7/12 20:06","6/7/12 20:14","65","","","","","20","50","","","","10","","","","","","","","","","","50","90","","100","70","","","100","25","100","99","75","100","","","","","","","","","99","100","100","70","","","2","7","1","5","","","","","","","","","","","","","","","","","1","5","1","5","1","7","1","3","","","","","","","","","","","","","1","5","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","7","2","5","7","1","7","1","","","","","2","","","","","11","2","","","","10","","","","","","","","","","","1","7","","2","","","","","","","","","","","23","1","2","None in particular, but I thank you for the opportunity to participate!","Rain A","","US President B","Football A","","Box Office A","","","","","Soccer B","Ocean Size A","football","movies","soccer","ocean","rain","politics"
"R_daL1LqM8aXPeOu8","0","6/7/12 20:08","6/7/12 20:14","35","","","75","48","","","30","","","","","50","","85","","","","","","","","","","80","100","100","70","99","100","75","100","","","95","100","70","100","","","","","","","","","","","6","5","4","5","","","","","","","","","6","5","4","5","7","2","3","4","","","","","","","","","5","5","2","6","","","","","","","","","","","","","","","","","6","7","3","4","","","","","5","7","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","4","11","","","10","","","","","2","","4","","","","","","","","","","2","","","","","","","","","","","35","1","2","Fun!","Rain A","Temperature B","US President A","Football B","","","Housing Prices A","Crime A","","","","","football","crime","temp","housing","politics","rain"
"R_8uCaDjh8lly0VGA","0","6/7/12 20:09","6/7/12 20:14","","","40","","","40","","","","","","","","","70","","80","","","","","60","60","","","","100","70","100","80","","","","","","","70","100","100","80","","","90","100","100","90","","","","","","","","","","","5","6","5","4","","","","","","","","","5","5","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","","","","","6","4","6","3","","","","","","","","","","","","","","","","","3","6","2","5","6","6","5","4","","","","","","","2","","","3","","","","","","","","","4","","3","","","","","1","3","","2","","","","","","","","","","","21","2","2","","","Temperature A","US President B","","","","","Crime A","State Size A","","Soccer B","Ocean Size A","ocean","soccer","crime","state size","temp","politics"
"R_cTs9weI8PeNxWcs","0","6/7/12 20:08","6/7/12 20:15","","30","70","","80","","","","","","","24","","","","","32","","","","","65","","","70","100","100","80","100","50","","","100","20","","","","","83","100","","","70","100","","","","","","","","","2","5","1","7","2","3","1","6","","","","","1","4","2","4","","","","","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","","","","6","1","5","1","","","","","","","","","","","","","","","","","1","6","1","7","","","","","","","","","","3","3","","8","","","","","","","3","","","","","7","","","","","2","","","1","","","","1","","","1","","","","20","2","2","","Rain B","Temperature A","US President A","","","Box Office B","","","State Size A","","Soccer B","","temp","rain","soccer","politics","movies","state size"
"R_bQNOcXM3MZduWhK","0","6/7/12 20:11","6/7/12 20:15","","80","","","","20","","","","60","","50","","30","","60","","","","","","","","","100","80","","","100","60","","","100","100","100","65","100","70","","","","","","","","","100","80","","","","","6","6","7","6","","","","","","","","","","","","","5","6","5","6","","","","","","","","","","","","","5","6","6","5","","","","","5","6","5","5","","","","","5","6","5","5","","","","","6","5","6","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","11","","","","7","","11","","6","","7","","","","","","","","","2","","","","","","","","","","","33","1","2","","Rain B","","US President B","","Baseball B","Box Office B","Housing Prices B","Crime B","","","","","baseball","rain","movies","politics","crime","housing"
"R_5dqjWXoG28zLD8M","0","6/7/12 20:07","6/7/12 20:16","","","","70","","","","","","50","","","","90","","","","50","","100","","","","0","","","100","80","","","","","","","100","80","","","80","100","80","100","","","100","75","100","50","","","","","","","","","","","","","2","6","1","6","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","7","1","7","1","","","","","7","1","7","1","","","","","","","","","","","","","7","1","7","1","","","","7","","","","","","1","","","","8","","","","10","","11","","","","10","2","","","","","","","","","","","60","2","2","no","","Temperature B","","","Baseball B","","Housing Prices B","","State Size B","Population B","","Ocean Size B","temp","state size","housing","ocean","population","baseball"
"R_cJ6bQ7bEdLxhkIk","0","6/7/12 20:12","6/7/12 20:17","30","","18","","","","","45","","","","","","","","","","20","","","","40","","10","65","100","100","90","","","90","100","","","","","","","100","95","","","100","100","100","60","","","2","6","1","3","","","","","1","6","1","5","","","","","","","","","","","","","","","","","1","6","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","1","7","1","7","","","","","7","1","7","1","7","","7","","","","","4","","","","","","","","","","4","","","","2","","5","2","","","","","","","","","","","50","1","2","","Rain A","Temperature A","","Football B","","","","","State Size B","","Soccer B","Ocean Size B","football","soccer","rain","state size","ocean","temp"
"R_0D4ySfsd23Lxs44","0","6/7/12 20:13","6/7/12 20:17","60","","","","","","","40","","60","30","","","40","","20","","","","","","","","","100","70","","","","","90","100","60","100","80","100","40","100","","","","","","","","","100","80","5","5","3","4","","","","","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","1","7","1","7","5","3","5","3","","","","","","","","","5","6","5","5","","","","","6","2","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","1","","1","8","","","1","","3","","","","","","","","","2","","","","","","","","","","","28","1","2","","Rain A","","","Football B","Baseball B","Box Office A","Housing Prices B","Crime B","","","","","movies","crime","housing","rain","football","baseball"
"R_9n9xDOEbXgFn7rS","0","6/7/12 20:08","6/7/12 20:18","","","","","","","50","","","45","","60","","","","10","35","","5","","","","","","","","","","","","65","100","70","100","","","30","100","60","100","40","100","","","","","50","100","","","","","","","","","","","","","","","","","","","","","","","","","1","5","2","7","","","","","","","","","2","5","1","7","","","","","3","6","2","6","","","","","","","","","","","","","4","5","2","5","7","1","7","1","","","","","7","2","6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","6","","","","5","7","","8","","","","","","2","","","","","","","","","","","39","2","2","I didn't look up any of the questions, but I just ansered them off the top of my head. I guessed on a few, so I hope my answers were close. /  / Thank You!","","","","Football A","Baseball B","Box Office B","","Crime B","State Size A","Population A","","","state size","movies","crime","baseball","population","football"
"R_2n17Fi4Av9fmP5i","0","6/7/12 20:11","6/7/12 20:19","","40","","","","","","","55","","","","","","","","60","","5","","50","","","30","100","90","","","","","","","","","","","","","100","80","60","100","100","100","100","80","100","85","","","","","3","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","2","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","7","7","7","1","","","","","2","7","1","7","","","","","","","","","7","6","7","1","","3","","","","","","","2","","","","","","","","3","","5","","1","","","4","1","","","","","","","","","","","18","1","2","The title on the previous page didn't turn green when I clicked it, I just wanted to make sure you know I was in fact reading the directions if it didn't work.","Rain B","","","","Baseball A","","","","State Size A","Population A","Soccer A","Ocean Size B","population","rain","soccer","state size","baseball","ocean"
"R_cGs6oTPvGfTqcsY","0","6/7/12 20:12","6/7/12 20:20","","","","","60","","","","","50","","","50","","75","","","","","90","","","100","","","","","","100","40","","","","","100","90","40","100","","","90","100","","","100","10","100","99","","","","","","","","","","","","","","","","","1","5","1","6","","","","","","","","","","","","","","","","","5","2","1","4","","","","","","","","","7","1","7","1","","","","","3","5","1","6","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","7","1","7","1","","","","","","","","","4","","","","","2","","","2","","5","","","","","4","","","8","","2","","","","","","","","","","","31","2","2","","","","US President A","","Baseball B","","Housing Prices A","Crime A","","Population B","","Ocean Size A","baseball","crime","ocean","housing","population","politics"
"R_3yCJuoMYMXgNcji","0","6/7/12 20:13","6/7/12 20:20","","50","","","","0","","","","","","30","","","","","20","","","","","70","","0","100","80","","","100","0","","","100","60","","","","","90","100","","","80","100","100","70","","","","","","","1","7","1","7","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","1","7","1","7","","","","","7","1","7","1","","5","","","","11","","","","","","1","","","","","4","","","","","8","","2","2","","","","","","","","","","","50","2","2","interesting. thanks.","Rain B","","US President B","","","Box Office B","","","State Size A","","Soccer B","Ocean Size B","movies","rain","soccer","politics","ocean","state size"
"R_6EDdwbNDYvjdvp2","0","6/7/12 20:15","6/7/12 20:22","","","","70","50","","","","","40","","","","","","","60","","20","","","","","10","","","100","40","100","20","","","","","","","","","100","50","75","100","","","100","60","60","100","","","","","","","","","","","","","4","4","3","3","5","3","3","4","","","","","","","","","","","","","","","","","5","6","2","7","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","4","3","4","3","","","","","","","","","","","","","","","","","7","1","7","1","","","","2","6","","","","","1","","","","","","","2","","1","","","","","3","2","","","","","","","","","","","20","2","2","no","","Temperature B","US President A","","Baseball B","","","","State Size A","Population A","","Ocean Size B","baseball","politics","temp","population","ocean","state size"
"R_bwQwpPuJ8Rsi7Ag","0","6/7/12 20:09","6/7/12 20:22","","","","","","","","10","","","30","","","60","","","","","","70","20","","","50","","","","","","","5","100","50","100","100","50","","","","","50","100","50","100","100","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","2","5","","","","","","","","","2","1","1","2","","","","","","","","","2","1","2","5","","","","","","","","","","","","","","","","","","","","","2","3","2","4","2","4","1","5","","","","","","","","","2","4","2","4","","","","","","","","4","","","5","","","5","","","","","","4","5","","","6","2","","","","","","","","","","","33","2","2","no","","","","Football B","","Box Office A","Housing Prices B","","","Population B","Soccer A","Ocean Size B","ocean","soccer","movies","population","housing","football"
"R_ezZFLjo1sfnor52","0","6/7/12 20:12","6/7/12 20:23","","","","80","","","70","","","80","","","","","75","","","50","","","50","","","","","","100","65","","","60","100","","","","","70","100","100","85","","","100","55","","","60","100","","","","","","","","","","","","","6","6","2","4","","","","","","","","","4","6","4","3","","","","","","","","","3","5","4","3","","","","","","","","","","","","","","","","","4","5","2","6","","","","","","","","","7","1","7","1","","","","","","","","","4","6","3","4","","","","","","","","","","","","","","","","7","","","9","","","7","","","","","5","","","4","","","2","","","","2","","","","","","","","","","","28","2","2","No comments.","","Temperature B","","Football A","Baseball B","","","Crime A","State Size B","","Soccer A","","crime","temp","state size","baseball","soccer","football"
"R_80waOBIuWy8SGC8","0","6/7/12 20:14","6/7/12 20:23","","","10","","","","90","","","","","","","","","0","","99","40","","","","100","","","","100","60","","","70","100","","","","","15","100","60","100","75","100","","","100","50","","","","","","","","","","","6","4","2","4","","","","","","","","","","","","","4","6","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","6","1","","","","","5","2","5","1","3","2","1","5","","","","","","","","","","","","","6","2","6","1","","","","","","","9","","","","1","","","","","","","","","11","","6","4","","","","8","","2","","","","","","","","","","","31","2","2","","","Temperature A","","Football A","","","","Crime B","State Size B","Population A","","Ocean Size A","temp","population","state size","ocean","crime","football"
"R_dgwddNwXrlAHH7e","0","6/7/12 20:16","6/7/12 20:23","60","","","","80","","","","","","","50","","75","","20","","","","","50","","","","100","70","","","100","15","","","100","80","100","75","25","100","","","","","90","100","","","","","6","5","2","5","","","","","","","","","","","","","1","6","1","6","","","","","","","","","","","","","","","","","","","","","","","","","3","5","1","7","","","","","3","7","2","7","","","","","6","4","2","3","","","","","","","","","","","","","","","","","3","5","1","7","","","","","","","","","","","","","4","","","","9","","","","","","","2","","6","","8","","","","","1","","","","2","","","","","","","","","","","50","2","2","","Rain A","","US President A","","","Box Office B","Housing Prices B","Crime B","","","Soccer A","","soccer","movies","housing","rain","politics","crime"
"R_b2ERcsDG4CLScy8","0","6/7/12 20:17","6/7/12 20:23","26","","","","","36","","35","","","","79","","","","","","60","","","","","","75","100","27","","","100","43","100","12","70","100","","","","","100","35","","","","","100","78","","","2","4","6","5","","","","","","","","","","","","","","","","","4","5","5","4","","","","","6","4","6","7","","","","","","","","","","","","","6","5","7","6","","","","","","","","","","","","","","","","","","","","","5","4","6","3","","","","","","","","","","","","","","","","","","","","","4","6","5","6","8","","","","","9","","7","","","","8","","","","","","9","","","","","","6","1","","1","","1","","","1","","","","25","1","2","","Rain A","","US President B","Football B","","Box Office B","","","State Size B","","","Ocean Size B","movies","ocean","rain","state size","football","politics"
"R_6S95fsd9Rwtao1m","0","6/7/12 20:14","6/7/12 20:24","","60","","70","","","","","","","","80","","20","","","","","40","","50","","","","80","100","100","60","","","","","30","100","50","100","","","","","50","100","100","70","","","","","","","","","1","5","1","4","","","","","3","4","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","1","7","","","","","7","7","5","4","","","","","","","","","","","","","","","","","7","1","7","1","","","","","4","3","1","4","","","","","","","","","","","","","","7","","6","","","","","","","","5","","1","","","","","3","","1","","","","2","","","","","","","","","","","36","2","2","","Rain B","Temperature B","","","","Box Office B","Housing Prices B","","","Population A","Soccer A","","housing","soccer","rain","temp","movies","population"
"R_bf1GqCnVWTfSQUQ","0","6/7/12 20:18","6/7/12 20:25","","15","50","","","","","","25","","","","","","90","","","100","10","","","","","","100","65","100","85","","","","","","","","","75","100","80","100","75","100","","","","","40","100","","","","","3","6","2","5","3","6","3","6","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","","","","","","","","4","6","4","5","","","","","","","","","7","1","7","1","6","2","6","3","","","","","","","","","","","","","","","","","","","","","","7","5","","","","","","3","","","","","","10","","","10","8","","","","","","2","","","","","","","","","","","23","1","2","No thank you.","Rain B","Temperature A","","","Baseball A","","","Crime A","State Size B","Population A","","","baseball","temp","rain","crime","state size","population"
"R_bfj4NRI4Bv3iU8A","0","6/7/12 20:22","6/7/12 20:27","95","","","","0","","","","","","","100","","","95","","","","25","","15","","","","100","75","","","25","100","","","75","100","","","50","100","","","75","100","25","100","","","","","3","4","1","5","","","","","","","","","","","","","7","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","7","2","2","1","","","","","","","","","7","5","1","3","","","","","","","","","","","","","1","5","7","5","","","","","1","7","1","7","","","","","","","","","","","","","9","","","","11","","","","","","","11","","","11","","","","1","","1","","","","1","","1","","1","","","1","1","","1","25","2","2","","Rain A","","US President A","","","Box Office B","","Crime A","","Population A","Soccer A","","population","rain","soccer","crime","movies","politics"
"R_4N7xL6S066hEJfe","0","6/7/12 20:21","6/7/12 20:29","","","","90","","","","60","","50","10","","","","","","40","","","","","","95","","","","100","10","","","100","80","10","100","","","","","40","100","","","","","100","80","100","70","","","","","","","","","","","","","6","4","5","2","","","","","","","","","","","","","4","6","1","6","","","","","4","6","2","5","7","1","7","1","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","9","","","","2","","2","11","","","","","","5","","","","","","6","","2","","","","","","","","","","","29","2","2","It was fun.","","Temperature B","","Football B","Baseball B","Box Office A","","","State Size A","","","Ocean Size A","temp","movies","ocean","baseball","football","state size"
"R_eJvQb095F632PVW","0","6/7/12 20:24","6/7/12 20:29","","","","95","","","","","","80","","","","","","0","","0","","","","90","0","","","","100","85","","","","","","","","","65","100","100","80","","","65","100","90","100","65","100","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","","","","","","","","2","7","1","6","","","","","","","","","","","","","","","","","","","","","6","4","6","4","","","","","7","1","7","1","","","","","","","","","","","","","1","7","1","5","7","1","7","1","","","","","","","","7","","","","","","10","","","","","","10","","8","","","","8","6","","1","","","","","","","","","","","Male","1","2","","","Temperature B","","","Baseball B","","","Crime B","State Size B","","Soccer B","Ocean Size A","soccer","baseball","state size","temp","ocean","crime"
"R_dbAtqpJKyijcaA4","0","6/7/12 20:19","6/7/12 20:30","","","","","","5","","50","50","","","","2","","","","","","","","40","","70","","","","","","100","20","100","30","","","100","50","","","","","","","100","40","100","30","100","20","","","","","","","","","","","","","","","","","","","","","2","3","2","6","","","","","1","4","1","7","1","","1","7","","","","","","","","","","","","","6","6","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","6","1","7","","","","","7","1","7","1","","","","","","","","","","6","","1","1","","","","3","","","","","","","","1","","1","","2","","","","","","","","","","","39","2","2","No","","","US President B","Football B","Baseball A","","Housing Prices A","","","","Soccer A","Ocean Size A","football","housing","baseball","soccer","ocean","politics"
"R_8c3XkcNBQNkiLOc","0","6/7/12 20:23","6/7/12 20:30","","50","20","","","60","","40","","","0","","","","","","","","","90","","","","","80","100","100","10","100","60","10","100","1","100","","","","","","","1","100","","","","","","","","","","","5","6","3","6","6","6","7","2","","","","","","","","","1","5","1","7","","","","","5","6","3","6","","","","","","","","","5","4","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","2","7","1","","","","","","","","","","","","","","","","","","8","8","","","5","","6","","","11","","","","","","","","","11","","","","","2","","","","","","","","","","","24","2","2","no","Rain B","Temperature A","US President B","Football B","","Box Office A","","","","Population B","","","rain","temp","population","football","movies","politics"
"R_57iQrqv2753kmkk","0","6/7/12 20:22","6/7/12 20:31","","","43","","","","","","78","","","76","","70","99","","","","","98","","","","","","","100","78","","","","","89","100","100","67","30","100","","","58","100","","","","","100","60","","","","","","","","","3","6","1","6","","","","","","","","","","","","","","","","","","","","","4","5","1","5","","","","","","","","","4","6","1","6","","","","","5","3","1","5","6","2","1","2","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","7","","","","","","3","","","4","","7","10","","","","","8","","","","","2","","","","","","","","","","","27","2","2","","","Temperature A","","","Baseball A","Box Office B","Housing Prices B","Crime A","","Population B","","","housing","temp","crime","baseball","population","movies"
"R_dapu6waAhaFtIUc","0","6/7/12 20:24","6/7/12 20:31","","","","","","40","","50","50","","","","","","","5","","80","5","","","","","","","","","","100","60","100","100","","","","","15","100","70","100","50","100","","","","","100","100","","","","","","","","","","","","","","","","","","","","","1","7","1","6","","","","","1","7","1","4","1","7","1","4","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","7","1","7","1","7","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","8","","1","1","","","","","","","7","","7","6","","","","","","2","","","","","","","","","","","32","1","2","","","","US President B","Football B","Baseball A","","","Crime B","State Size B","Population A","","","politics","football","baseball","state size","crime","population"
"R_bg5he08MH56QAza","0","6/7/12 20:25","6/7/12 20:31","60","","10","","","","","","","","","85","","80","","","","","","","40","","0","","100","80","100","60","","","","","75","100","100","65","","","","","","","70","100","100","75","","","1","7","1","7","","","","","3","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","6","1","4","","","","","5","5","6","4","","","","","","","","","","","","","","","","","","","","","","","","","1","7","1","7","","","","","7","1","7","1","","","","","1","","3","","","","","","","","","7","","4","","","","","","","1","","8","","2","","","","","","","","","","","27","1","2","No comments.","Rain A","Temperature A","","","","Box Office B","Housing Prices B","","","","Soccer A","Ocean Size A","soccer","movies","housing","rain","ocean","temp"
"R_abMKDNCRUlgasoA","0","6/7/12 20:23","6/7/12 20:31","66","","35","","","","","","","","","","","60","","5","0","","","","","","","25","100","75","100","80","","","","","","","100","85","60","100","75","100","","","","","100","75","","","1","3","2","3","","","","","5","5","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","6","4","4","","","","","5","4","3","4","7","5","6","3","","","","","","","","","","","","","","","","","","","","","","","","","7","4","7","5","7","","10","","","","","","","","","","","5","","9","8","","","","","","","7","2","","","","","","","","","","","25","1","2","no","Rain A","Temperature A","","","","","Housing Prices B","Crime B","State Size A","","","Ocean Size B","rain","state size","crime","temp","housing","ocean"
"R_0qadUIM2abO5fYo","0","6/7/12 20:26","6/7/12 20:32","","","","","","55","","40","","","","80","","","","20","0","","","100","","","","","","","","","94","100","80","100","70","100","","","60","100","90","100","60","100","","","","","","","","","","","","","","","","","","","","","","","","","","","1","6","1","2","","","","","2","7","1","2","","","","","","","","","","","","","2","6","1","2","","","","","","","","","","","","","3","1","7","1","1","1","7","1","","","","","","","","","2","1","7","1","","","","","","","","","","","","","","","","","","","","","","3","","1","","","","8","","","","2","5","","","7","","","","","2","","","","","","","","","","","22","1","2","","","","US President B","Football B","","Box Office B","","Crime B","State Size A","Population B","","","population","movies","crime","football","politics","state size"
